DOJ Extended,Duration to accept offer,Notice period,Offered band,Percent difference CTC,Joining Bonus,Candidate relocate actual,Candidate Source,Rex in Yrs,LOB,Status
0,0,30,1,33.33,0,0,1,1,7,0
1,67,60,3,12.0,1,1,0,8,5,0
1,48,30,1,1.58,0,0,1,4,1,0
1,1,30,1,6.58,0,0,0,3,4,0
0,0,60,2,5.58,0,0,1,4,7,0
1,91,90,2,8.69,0,0,1,15,0,0
1,48,30,1,11.26,0,0,1,3,4,0
1,24,30,2,0.0,0,0,1,3,7,0
0,1,30,1,5.43,0,0,1,5,5,0
1,54,30,1,0.0,0,0,1,3,1,0
0,36,30,1,0.0,0,0,1,3,1,0
0,20,30,1,13.16,0,0,1,3,1,0
0,1,30,1,0.0,0,0,1,3,1,0
0,4,30,1,0.0,0,0,1,3,1,0
1,68,30,3,7.25,0,0,0,11,7,0
1,2,30,1,8.69,0,0,0,6,4,0
0,0,30,2,0.0,0,0,1,3,7,0
0,0,30,2,0.0,0,0,1,4,7,0
1,78,30,1,6.94,0,1,2,3,4,0
0,3,60,3,5.56,0,0,2,4,7,0
1,0,30,2,138.89,0,0,2,1,7,0
0,0,30,1,0.0,0,0,2,1,7,0
0,31,30,1,0.0,0,0,1,3,1,0
0,5,45,1,9.09,0,1,1,2,4,0
0,0,30,1,0.0,0,0,1,3,1,0
1,6,30,2,0.0,0,0,1,4,5,1
0,7,30,1,25.0,0,0,2,3,2,0
0,10,30,1,27.17,0,0,0,3,4,1
0,18,30,1,9.56,0,0,0,6,1,0
0,1,45,2,55.56,0,0,0,8,4,0
0,28,30,1,0.0,0,0,1,3,0,0
0,1,30,1,38.96,0,0,0,1,7,1
0,63,30,3,0.0,0,1,1,5,7,0
1,2,90,1,16.13,0,0,1,2,4,1
1,67,45,1,50.0,0,0,1,4,2,0
1,35,60,2,7.14,0,0,1,2,7,0
0,80,30,2,0.83,0,0,0,8,7,1
0,0,60,2,0.0,0,0,1,5,7,0
1,0,30,2,33.33,0,0,1,3,7,0
1,10,30,2,3.57,0,0,0,8,0,0
0,36,60,1,17.05,0,1,0,3,4,0
1,96,90,1,0.0,0,1,1,3,0,0
0,33,30,1,0.0,0,0,1,6,5,0
1,44,60,3,10.53,0,0,0,6,7,0
0,2,90,3,33.33,0,0,0,5,7,1
0,8,30,1,0.0,0,0,1,4,5,0
1,18,30,1,33.34,0,0,1,2,4,0
1,0,30,1,0.0,0,0,1,3,5,0
1,14,30,1,0.0,0,0,1,3,1,0
1,10,30,2,0.0,0,0,2,5,7,0
1,73,60,1,22.32,0,0,1,3,4,1
1,34,30,2,0.0,0,0,1,7,5,0
0,28,30,2,0.0,0,0,0,3,7,0
0,1,30,1,14.0,0,0,1,4,1,0
1,1,30,1,0.0,0,0,0,4,4,0
0,18,60,1,66.67,0,0,0,3,4,0
1,31,30,1,53.33,0,0,1,4,7,0
0,2,60,3,5.0,0,0,1,6,7,0
1,17,30,2,0.0,0,0,1,3,7,0
0,1,30,1,50.0,0,0,1,3,4,0
0,13,30,1,35.72,0,0,1,2,2,0
0,7,30,2,5.22,0,0,2,9,1,1
0,5,30,1,15.41,0,0,1,2,2,0
1,10,30,1,0.0,0,0,1,2,7,0
1,83,30,1,13.89,0,0,2,4,4,0
0,5,30,1,4.17,0,0,1,4,2,0
1,5,30,2,0.0,0,0,1,4,7,0
1,1,30,1,33.34,0,0,1,2,7,1
0,18,90,1,4.0,0,0,1,4,4,1
1,4,60,2,0.0,0,1,2,6,3,0
1,3,30,1,3.45,0,0,1,4,5,1
1,10,60,3,50.0,0,0,2,13,7,0
1,0,30,1,38.1,0,0,2,1,7,0
0,3,30,1,43.06,0,0,1,4,4,0
0,74,60,1,14.81,0,0,2,5,4,1
1,11,60,3,0.0,0,0,0,7,7,0
1,77,60,1,24.45,0,0,0,3,4,0
0,3,30,2,0.0,0,0,1,3,7,0
1,101,90,1,44.45,0,0,1,5,1,0
0,1,30,1,2.63,0,0,1,4,2,0
1,5,30,2,0.0,0,0,0,7,4,0
0,3,30,2,0.0,0,0,2,6,1,0
0,1,60,1,4.17,0,0,1,2,2,1
0,66,60,3,5.0,0,1,1,9,7,0
1,55,90,2,16.25,0,0,2,9,4,0
0,3,30,2,0.0,0,0,1,4,7,0
1,10,60,1,0.0,0,0,1,2,2,0
0,4,60,1,4.17,0,0,1,2,2,0
0,11,30,1,10.0,0,0,1,3,2,0
1,0,45,1,9.26,0,0,1,3,2,0
0,1,30,1,33.34,0,0,1,3,4,0
0,7,60,1,10.0,0,0,2,3,1,1
0,3,30,1,10.42,0,0,2,3,0,0
1,65,30,1,38.1,0,0,1,3,7,0
0,31,45,1,5.56,0,0,1,3,2,0
0,10,30,2,66.66,0,0,1,5,7,0
0,11,30,1,0.0,0,0,0,3,4,0
1,58,30,1,33.33,0,0,1,2,7,0
0,8,30,1,0.0,0,0,1,4,2,0
1,68,60,2,50.0,0,1,1,8,7,0
1,63,30,1,0.0,0,0,1,3,1,0
1,26,30,1,12.5,0,0,1,2,7,0
1,98,60,1,0.0,0,0,0,4,4,0
1,61,30,1,37.87,0,0,1,4,5,1
1,56,60,2,0.0,0,1,1,7,5,0
0,2,30,1,25.0,0,0,1,8,5,1
0,1,30,1,0.0,0,0,0,4,4,0
1,41,30,1,21.55,0,0,2,6,4,0
0,4,30,1,6.38,0,0,1,3,5,1
1,2,30,1,21.88,0,0,1,2,7,0
1,93,90,1,0.0,0,1,1,4,4,0
0,8,60,1,38.1,0,0,1,2,7,0
0,3,45,1,38.96,0,1,1,2,7,0
1,11,60,1,0.0,0,0,1,2,2,0
0,31,30,1,33.33,0,0,1,2,7,1
1,20,60,1,0.0,0,0,1,3,2,1
1,60,60,1,0.0,0,0,1,2,7,0
1,32,30,1,131.82,0,0,2,2,4,0
1,63,30,1,22.72,0,0,2,6,4,0
0,1,30,2,0.0,0,0,2,4,7,0
0,41,60,1,12.31,0,0,2,3,1,1
0,1,30,1,6.67,0,0,2,3,7,0
0,32,30,1,46.16,0,0,2,3,1,0
1,41,60,1,25.0,0,0,2,3,4,0
0,1,60,1,37.13,0,0,2,2,7,0
0,3,30,1,0.0,0,0,2,1,7,0
1,8,30,1,17.5,0,0,2,1,7,0
0,0,30,1,20.0,0,0,2,2,7,0
1,8,60,2,13.7,0,0,0,7,4,0
1,79,90,1,6.69,0,1,0,5,4,0
0,3,30,1,12.73,0,0,0,4,4,0
0,6,45,1,0.0,0,0,0,4,4,1
0,13,60,1,7.27,0,0,0,5,4,1
0,5,30,1,6.41,0,0,2,3,7,0
1,25,60,1,16.36,0,0,0,4,4,0
1,46,45,1,12.73,0,0,0,5,4,1
1,4,60,1,4.54,0,0,0,5,4,0
0,2,90,1,7.14,0,0,2,5,1,0
1,69,60,3,0.0,0,0,1,13,5,0
0,0,30,2,7.65,0,0,1,3,7,1
0,0,30,2,5.45,0,0,1,3,7,0
0,68,60,1,11.36,0,0,0,7,1,0
0,2,90,3,4.78,0,0,0,10,7,0
1,1,60,3,6.19,0,0,0,6,7,0
1,4,60,1,7.7,0,0,1,6,3,0
1,0,30,1,11.11,0,0,1,6,5,0
1,29,30,2,13.33,0,0,0,9,3,0
0,0,30,1,0.0,0,0,1,4,1,0
0,0,30,2,23.47,0,0,2,2,7,0
0,5,30,1,0.0,0,0,1,4,1,0
0,44,60,2,20.32,0,0,0,9,1,1
0,6,30,1,16.66,0,0,0,3,1,0
0,16,30,1,35.13,0,0,0,4,1,0
0,69,30,2,0.0,0,0,1,7,2,1
0,0,30,2,27.2,0,0,1,6,7,0
0,14,30,1,0.0,0,0,0,2,7,0
0,1,30,1,12.5,0,0,0,3,7,0
0,1,30,1,18.89,0,0,1,1,7,0
0,6,60,3,0.0,0,0,0,10,7,1
0,1,90,2,41.12,0,1,2,6,7,0
1,62,60,1,3.85,0,0,0,4,3,0
1,45,45,1,8.33,0,0,1,3,4,0
0,3,45,2,9.81,0,0,0,4,7,0
1,7,30,1,0.0,0,0,1,5,2,0
0,7,60,2,25.0,0,1,2,6,7,0
0,28,30,1,0.0,0,0,1,3,2,1
1,28,30,2,0.0,0,0,1,8,2,1
1,11,30,1,10.2,0,0,1,5,3,0
1,71,60,2,0.0,0,0,1,5,3,0
0,15,60,1,0.0,0,0,1,3,2,0
0,0,30,1,38.1,0,0,0,1,7,0
1,59,30,1,38.1,0,0,0,1,7,0
1,80,30,2,0.0,0,0,0,5,7,0
1,24,30,2,11.11,0,0,1,5,7,0
1,66,90,3,0.0,0,0,2,8,7,0
1,8,30,1,0.0,0,0,1,7,3,0
1,35,30,1,0.0,0,0,1,6,0,1
1,7,60,2,7.05,0,0,1,11,3,0
1,4,90,1,0.0,0,0,1,3,5,0
1,11,90,2,26.47,0,0,1,3,7,0
1,8,90,2,0.0,0,0,2,8,4,1
1,14,30,2,0.0,0,0,1,5,7,0
0,64,30,1,15.62,0,0,1,2,4,1
1,55,30,1,0.0,1,0,1,2,4,1
0,2,30,1,0.0,0,0,1,3,5,0
0,68,90,1,0.0,0,0,2,5,1,1
1,62,60,3,0.0,0,0,1,9,6,0
0,0,0,2,15.39,0,0,1,5,7,0
0,6,30,2,0.0,0,0,0,4,7,0
1,18,30,1,0.0,0,0,1,4,4,0
1,23,45,1,12.5,0,0,1,3,4,1
1,62,60,2,0.0,0,0,0,5,7,0
0,0,30,2,20.39,0,1,0,4,7,0
1,59,60,2,6.67,0,0,1,5,7,0
1,0,30,1,17.39,0,0,0,4,4,0
0,5,30,1,0.0,0,0,0,2,4,0
1,49,60,3,14.28,0,0,0,6,7,0
0,2,30,2,16.67,0,0,0,7,7,0
1,60,60,3,5.46,0,0,1,7,7,0
0,66,90,1,10.12,0,0,2,4,4,0
1,5,30,2,0.0,0,0,2,5,7,0
0,0,60,3,0.0,0,0,0,9,7,0
1,1,30,1,4.0,0,0,1,4,5,0
1,0,30,2,70.0,0,0,1,6,7,1
0,37,60,1,0.0,0,0,0,3,1,0
1,68,60,1,25.0,0,0,0,3,1,0
0,72,30,1,0.0,0,0,1,3,1,0
1,59,30,1,0.0,0,0,2,1,7,0
1,7,60,2,23.53,0,0,0,5,3,0
1,0,30,1,38.1,0,0,0,3,7,0
0,0,30,2,5.56,0,1,0,4,7,0
0,1,30,1,45.0,0,0,2,1,7,0
0,0,30,1,12.5,0,0,0,1,7,0
0,22,30,3,3.18,0,0,0,11,0,1
0,68,30,3,0.0,0,0,1,10,3,1
0,6,60,1,0.0,0,0,2,5,1,0
1,19,30,2,10.92,0,0,1,6,7,0
1,31,30,2,66.67,0,0,1,3,7,0
0,15,30,2,0.0,0,1,0,3,7,0
0,65,30,1,24.53,0,0,1,4,1,0
1,20,90,1,25.0,0,0,0,4,4,1
0,3,30,1,21.05,0,0,0,3,4,0
0,21,30,1,6.19,0,0,1,3,1,0
0,0,30,1,4.79,0,0,1,6,1,0
0,7,30,1,6.97,0,0,1,5,4,1
0,70,30,1,25.0,0,0,1,3,1,1
1,0,60,2,9.33,1,0,1,5,3,0
0,1,30,1,12.5,0,0,0,2,7,1
0,99,90,2,0.0,0,0,1,8,1,0
1,31,30,1,12.5,0,0,0,1,7,0
1,20,60,2,0.0,0,0,1,6,1,0
0,3,60,2,0.65,0,0,0,8,7,0
1,13,30,1,14.77,0,0,2,7,4,0
0,1,30,1,0.0,0,0,1,4,2,0
0,22,30,2,0.0,0,0,1,3,7,0
1,35,60,2,12.7,0,0,1,5,3,0
0,95,30,1,33.34,0,1,1,3,4,0
1,1,45,2,8.06,1,0,0,8,4,0
1,4,30,2,0.0,0,0,1,4,7,0
0,6,90,2,11.11,0,0,2,7,0,0
1,23,30,1,5.91,0,0,1,4,3,0
0,1,30,2,0.0,0,0,1,7,5,0
1,33,60,1,14.29,0,0,2,3,3,0
1,57,60,1,0.0,0,0,1,3,8,0
1,98,90,2,11.76,1,0,1,7,2,0
1,113,60,2,0.0,0,0,1,8,3,1
1,41,30,2,0.0,0,0,2,14,7,0
0,1,0,2,61.78,0,0,2,4,7,0
0,1,30,1,6.16,0,0,1,6,4,1
0,8,90,1,0.0,0,0,1,6,4,1
1,12,60,1,0.0,0,0,0,3,1,1
1,35,30,2,0.0,0,0,0,8,1,0
1,28,30,1,1.82,0,0,0,3,4,0
1,1,30,1,12.73,0,0,0,5,4,0
1,21,45,1,4.81,0,0,0,4,4,0
1,77,60,1,12.99,0,0,0,5,4,1
1,2,60,1,0.0,0,0,1,3,7,1
1,27,30,1,16.67,0,0,0,4,4,0
0,6,30,1,11.53,0,0,0,6,4,0
0,13,30,1,0.0,0,0,1,0,4,0
1,65,30,1,15.63,0,0,0,4,4,0
1,67,30,1,18.07,0,0,0,3,4,0
1,50,30,2,0.0,0,0,0,6,1,1
1,29,30,1,0.0,0,0,0,3,1,0
1,23,30,1,0.0,0,0,0,3,1,0
1,22,30,1,0.0,0,0,0,3,1,0
1,1,30,1,2.0,0,0,1,2,4,0
0,49,60,2,15.09,0,0,0,6,1,0
1,62,30,1,0.0,0,0,1,4,2,0
0,0,30,3,4.06,0,0,0,15,7,0
1,12,30,1,0.0,0,0,1,3,5,0
0,0,60,1,11.46,0,0,1,3,2,0
0,22,90,1,20.83,0,0,0,5,1,0
0,17,30,1,5.56,0,0,0,3,4,0
1,14,30,1,9.09,0,0,0,5,4,0
0,1,30,2,60.0,0,0,2,6,7,0
1,30,30,1,0.0,0,0,1,3,5,1
1,9,30,1,40.81,0,0,2,1,7,0
1,43,45,1,0.0,0,0,0,3,1,0
1,90,60,1,26.25,1,0,1,3,2,1
1,48,30,1,11.11,0,0,1,4,4,0
0,68,60,2,13.59,0,0,0,6,1,0
0,3,30,2,20.91,0,0,2,7,4,0
1,82,60,2,18.92,0,0,1,6,0,0
1,50,30,3,0.0,0,0,1,10,3,0
1,31,30,1,4.7,0,0,0,4,4,0
1,44,30,1,0.0,0,0,0,1,4,0
1,2,60,2,0.0,0,0,0,5,7,1
1,30,60,2,0.0,0,0,1,5,7,0
1,108,30,1,12.05,0,1,0,3,4,0
0,19,30,2,22.23,0,1,0,5,7,0
1,94,30,2,67.5,0,0,0,5,7,1
0,3,30,2,0.0,0,0,2,8,1,0
0,20,90,1,5.55,0,0,0,3,1,1
0,12,30,2,0.0,0,0,0,2,7,0
0,5,60,1,5.56,0,0,0,3,1,1
0,2,30,1,15.0,0,0,2,2,7,0
1,7,60,1,15.87,0,0,1,4,1,0
0,10,30,2,13.78,0,0,1,6,2,1
0,41,90,1,12.5,0,0,0,3,1,0
0,20,45,2,13.21,0,0,1,7,4,0
0,6,90,1,0.0,0,0,0,5,1,0
0,8,60,1,0.0,0,0,0,6,1,0
0,2,60,1,5.72,0,1,1,4,2,0
1,79,30,2,3.85,0,0,0,6,4,1
1,5,60,1,7.98,0,0,2,7,1,0
0,6,90,2,7.17,0,0,0,8,1,1
1,70,60,2,0.0,0,1,1,9,3,0
1,66,60,1,0.0,0,0,1,4,0,0
0,9,30,1,10.75,0,0,0,4,1,0
1,24,30,1,73.62,0,0,0,1,4,0
0,3,30,2,83.34,0,0,2,6,4,0
1,4,60,1,4.65,0,0,1,4,3,1
1,79,60,1,56.37,0,0,1,4,4,0
0,3,30,2,0.0,0,0,1,5,7,0
0,22,30,2,11.27,0,0,2,8,1,1
1,60,60,3,0.0,0,0,1,8,5,0
0,224,90,1,0.0,0,0,1,5,5,1
0,3,75,2,12.5,0,0,0,7,1,1
0,96,90,1,16.49,0,0,0,3,1,0
0,96,45,1,39.47,0,0,0,4,1,0
0,0,30,1,0.0,0,0,1,3,1,0
1,37,30,1,8.34,0,0,1,5,4,0
1,99,90,2,0.0,0,0,1,7,5,0
1,4,30,1,0.0,0,0,2,4,5,0
1,102,90,2,4.88,0,1,1,5,3,0
0,22,60,2,4.17,0,0,1,8,4,1
0,4,90,1,12.5,0,0,0,4,1,0
1,2,90,2,0.0,0,0,1,5,3,1
1,75,30,1,0.0,0,0,0,4,3,1
1,7,30,3,0.0,0,0,1,12,5,0
0,5,30,1,0.0,0,0,2,4,7,0
1,8,30,1,0.0,0,0,0,4,4,0
1,28,30,1,15.62,0,0,0,6,4,1
1,10,60,1,2.22,0,0,0,4,4,0
1,7,30,2,4.1,1,0,1,9,5,1
0,5,60,1,0.0,0,0,0,4,4,0
1,1,30,2,0.0,0,0,1,6,7,0
0,21,30,1,89.39,0,0,0,2,4,0
1,52,30,2,18.57,1,0,1,7,4,1
0,2,30,1,21.43,0,0,2,4,4,1
1,94,90,1,0.0,0,1,0,4,1,0
1,43,60,3,0.0,0,0,2,10,3,0
1,61,30,2,8.83,0,1,1,1,7,0
0,1,30,2,0.0,0,0,1,2,7,0
1,75,60,2,0.0,0,1,1,3,7,0
1,65,60,1,4.0,0,1,2,5,4,0
0,3,60,3,13.34,0,0,2,6,7,0
1,42,60,1,0.0,0,0,2,3,1,0
0,0,30,1,3.85,0,0,2,3,5,0
1,2,30,1,5.0,0,0,2,1,7,0
1,67,60,2,0.0,0,0,0,4,7,0
1,41,60,1,3.57,0,0,1,5,5,0
1,64,30,2,7.69,0,0,0,6,4,1
0,30,30,2,0.0,0,0,0,6,4,0
1,47,30,1,4.16,0,0,0,3,4,0
1,30,30,1,72.99,0,0,0,4,4,0
0,3,30,1,25.0,0,0,2,1,7,0
1,33,30,1,6.13,0,0,0,4,4,0
1,22,30,1,20.84,0,0,0,3,4,0
1,6,30,1,16.67,0,0,0,3,4,0
0,30,30,1,0.0,0,0,0,4,4,0
1,110,60,2,83.34,0,0,0,7,4,1
1,39,30,1,39.48,0,0,0,2,4,0
1,5,30,1,0.0,0,0,0,2,4,0
0,0,30,1,0.0,0,0,0,3,4,0
1,18,45,1,4.63,0,0,0,2,4,1
1,11,45,1,0.0,0,0,0,2,4,1
0,18,30,1,0.0,0,1,0,2,4,0
1,7,30,1,16.66,0,0,1,4,3,1
1,28,90,2,5.33,0,0,0,2,7,0
0,1,30,2,132.03,0,0,1,4,7,0
0,22,30,2,8.33,0,0,1,6,0,0
0,2,30,1,27.27,0,0,2,2,4,0
0,3,30,2,43.56,0,0,0,9,4,0
1,33,30,1,13.02,0,1,0,4,4,0
0,0,90,1,0.0,0,1,0,4,4,0
0,3,30,1,0.0,0,0,1,5,2,0
0,41,45,2,0.0,0,0,0,5,4,1
1,65,60,2,20.07,0,0,0,7,7,0
0,1,30,2,0.0,0,0,2,7,7,0
1,88,90,3,18.18,0,1,1,4,7,0
1,6,30,3,5.55,0,0,2,10,0,0
0,2,30,2,8.13,0,0,2,2,7,0
1,21,30,2,0.0,0,0,0,8,3,1
1,3,30,3,6.1,0,0,2,13,0,0
1,0,30,2,0.0,0,0,2,3,7,0
0,28,30,1,0.0,0,0,1,5,4,0
0,103,60,1,31.25,0,0,2,7,1,0
1,5,30,1,8.18,0,0,2,8,7,0
1,64,30,1,26.78,0,0,2,2,4,0
1,34,30,2,16.67,0,0,2,5,4,1
1,5,30,1,6.94,0,0,2,4,4,0
1,70,90,1,14.7,0,1,1,4,4,0
1,1,45,1,35.0,0,0,1,4,4,0
0,14,30,2,9.18,0,0,2,5,7,1
0,4,30,2,5.71,0,0,0,8,4,1
0,1,30,1,57.87,0,0,1,2,7,0
1,13,30,1,18.12,0,0,1,3,4,0
1,19,30,1,20.83,0,0,1,3,4,0
0,63,30,1,0.0,0,1,0,3,4,0
1,62,30,1,11.11,0,0,0,3,4,1
0,1,30,1,50.0,0,0,2,3,4,0
1,66,60,1,100.0,0,0,0,4,4,0
1,27,30,1,5.55,0,0,2,2,4,0
1,77,90,2,0.0,0,0,2,8,5,0
0,3,30,1,22.72,0,0,0,3,4,0
0,1,30,1,5.0,0,0,1,4,4,0
1,55,30,2,18.75,0,0,1,8,4,0
1,63,30,2,5.56,0,0,1,8,4,1
1,1,30,1,2.09,0,0,0,4,4,0
0,1,45,1,18.0,0,0,0,2,4,1
1,37,30,1,28.72,0,0,0,4,4,0
1,27,60,1,71.43,0,1,0,3,4,0
1,2,30,1,17.86,0,0,1,3,4,0
0,60,90,2,9.09,0,0,1,9,4,1
1,4,60,1,5.82,0,0,1,3,4,1
1,54,90,2,11.9,1,0,1,8,4,1
1,4,60,1,50.0,0,0,1,5,4,0
0,62,60,2,11.12,0,0,1,7,2,1
1,120,30,1,1.57,0,0,0,5,4,1
0,31,30,1,0.0,0,0,0,2,4,0
1,94,30,1,0.0,0,0,0,3,4,0
0,62,30,1,10.71,0,0,0,3,4,0
0,15,45,1,11.32,0,0,0,4,4,1
1,19,75,1,12.5,0,1,0,2,4,0
1,10,30,1,0.0,0,0,0,3,4,0
1,71,30,1,16.22,0,0,0,4,4,0
0,4,45,1,17.14,0,0,0,4,4,1
1,58,45,2,33.33,0,1,0,8,4,0
0,19,30,2,0.0,0,0,0,7,4,1
0,18,30,1,19.05,0,0,0,4,4,0
0,24,30,1,30.0,0,0,0,1,7,0
1,0,30,2,33.34,0,0,1,7,7,0
0,2,30,2,13.77,0,0,1,10,4,1
1,1,30,2,0.0,0,0,1,8,4,0
0,2,30,1,12.5,0,0,1,1,7,0
1,23,30,1,0.0,0,0,0,3,7,0
0,30,30,2,125.0,0,0,0,4,7,0
0,28,30,1,8.0,0,0,2,2,4,0
1,43,90,3,9.68,0,1,2,14,5,0
1,48,30,2,12.5,0,0,1,4,7,0
1,4,30,1,6.81,0,0,2,0,7,0
0,23,45,1,18.01,0,0,0,4,1,1
0,28,30,2,50.0,0,0,1,6,7,0
1,23,30,3,11.11,0,1,1,5,7,0
0,17,30,1,0.0,0,0,1,4,1,0
0,1,90,2,7.14,0,0,2,17,1,0
0,51,45,2,0.0,0,0,0,8,0,1
1,15,30,1,35.0,0,0,0,1,7,0
0,40,30,1,24.04,0,0,1,6,0,0
1,99,90,3,200.0,0,0,2,8,7,0
1,15,30,1,15.0,0,0,2,1,7,0
0,0,60,2,10.15,0,0,1,11,0,0
1,21,30,1,25.0,0,0,0,1,7,0
1,7,30,2,0.0,0,0,2,0,7,0
1,5,60,1,0.0,0,0,1,4,4,1
0,7,0,2,17.65,1,0,0,6,3,0
1,29,30,2,25.0,0,0,1,2,7,0
0,4,30,2,0.0,0,0,2,2,7,0
0,1,30,3,20.98,0,1,2,9,0,0
0,28,30,2,0.0,0,0,0,3,7,0
1,10,90,1,12.05,0,0,1,3,5,0
1,27,30,3,0.0,1,0,1,4,7,0
1,24,30,1,0.0,0,0,0,1,7,0
0,5,30,1,13.33,0,0,0,2,7,0
1,38,60,2,0.0,0,0,1,6,7,0
1,19,30,1,32.0,0,0,1,2,7,0
0,25,30,2,24.0,0,0,2,2,7,0
1,23,30,2,0.0,0,0,0,5,1,1
1,8,30,1,0.0,0,0,1,4,5,0
1,101,90,2,9.7,0,0,2,8,1,1
0,23,30,2,0.0,0,0,2,3,7,0
0,12,30,2,29.17,0,0,2,2,7,0
0,1,30,1,23.81,0,0,2,1,7,0
1,23,45,3,0.0,0,0,2,8,7,0
1,3,30,1,45.0,0,0,2,2,7,0
0,43,30,1,0.0,0,0,1,3,1,0
1,70,30,1,8.69,0,0,1,5,1,0
1,12,60,2,0.0,1,1,0,7,3,0
1,43,30,1,0.0,0,0,1,3,1,0
0,4,30,1,6.25,0,0,1,4,1,0
1,51,30,1,0.0,0,0,0,1,7,0
0,58,90,1,13.19,0,0,2,9,1,0
1,32,30,1,34.63,0,0,0,1,7,1
0,5,30,1,31.25,0,0,0,3,4,0
1,46,90,2,25.0,0,0,1,7,7,1
0,0,30,1,0.0,0,0,2,2,7,0
1,2,60,1,15.39,0,0,0,3,2,0
0,7,30,2,9.53,0,0,2,6,0,1
0,4,60,2,0.0,0,0,1,8,1,0
0,3,60,1,15.0,0,0,2,4,7,0
1,28,30,1,3.0,0,0,1,3,0,1
0,12,30,1,10.15,0,0,1,4,5,1
0,2,30,1,40.0,0,0,2,3,7,0
0,6,30,1,20.0,0,0,0,2,7,0
1,32,30,1,4.04,0,0,0,4,2,0
0,0,60,2,84.18,0,0,0,11,7,1
1,10,30,2,23.75,0,0,2,5,7,0
1,13,90,1,0.48,0,0,1,3,5,1
1,13,30,2,10.52,0,0,1,8,5,0
0,5,0,3,10.72,0,0,2,11,7,0
1,21,30,2,33.34,0,0,2,4,7,0
0,0,60,1,0.0,0,0,2,3,1,0
1,40,30,1,0.0,0,1,1,3,5,0
0,24,60,2,0.0,0,0,2,5,7,0
1,1,60,1,5.32,0,0,2,3,4,1
0,6,45,1,12.29,0,0,0,4,1,1
0,3,30,1,18.75,0,0,0,3,1,0
0,0,30,1,0.0,0,0,2,2,7,0
1,57,45,2,9.62,0,1,2,9,0,0
1,55,60,3,6.41,0,0,2,5,7,1
1,46,45,3,0.0,0,0,2,8,7,0
0,4,30,1,29.41,0,0,0,4,4,0
0,9,30,1,0.0,0,0,2,5,1,0
1,28,60,2,11.63,1,0,0,6,4,0
1,32,60,1,42.34,0,0,0,5,4,0
0,17,60,1,0.0,0,0,0,4,1,1
0,2,60,2,6.85,0,0,0,8,1,0
0,4,30,1,0.0,0,0,1,3,1,0
0,6,30,1,17.68,0,0,0,3,1,0
0,14,30,1,0.0,0,0,2,4,1,0
1,56,60,2,4.42,0,0,2,8,3,0
0,27,45,1,4.4,0,0,1,6,2,0
1,5,30,2,11.11,0,0,1,6,2,0
0,3,30,1,40.0,0,0,2,5,7,0
1,5,30,1,40.0,0,0,0,1,7,0
0,73,30,1,0.0,0,0,0,3,1,0
1,41,90,1,7.81,0,0,0,3,1,0
1,22,30,1,8.33,0,0,0,3,1,0
1,38,30,1,0.0,0,0,0,5,1,0
1,27,30,1,0.0,0,0,0,4,1,0
0,2,30,2,42.9,0,0,2,1,7,0
1,23,30,3,0.0,0,0,0,11,3,0
1,28,30,2,0.0,0,0,1,8,3,0
1,3,30,2,0.0,0,0,2,6,0,0
1,27,30,2,0.0,0,1,0,6,4,0
1,50,60,3,0.0,0,0,0,7,7,0
0,20,30,1,46.66,0,0,0,3,7,0
1,14,30,1,15.87,0,0,2,0,7,0
1,97,90,2,13.33,0,0,2,9,3,0
0,57,90,1,0.0,0,0,1,4,6,0
1,51,60,1,0.0,0,0,1,3,6,0
1,45,90,2,13.79,0,0,1,9,3,1
1,87,90,1,21.54,0,0,0,5,2,0
0,6,30,1,0.0,0,0,1,4,1,0
0,35,30,1,11.67,0,0,0,3,4,0
1,20,30,1,13.33,0,0,0,2,7,0
0,10,30,1,0.0,0,0,1,3,1,0
0,2,30,1,16.67,0,0,1,3,2,1
0,59,30,2,2.15,0,0,1,9,4,0
1,29,30,1,189.22,0,0,1,2,4,0
0,8,30,1,12.5,0,0,0,2,7,1
0,2,30,1,20.84,0,0,1,3,1,0
1,26,30,1,11.11,0,0,1,3,0,0
1,28,30,1,0.0,0,0,1,4,5,0
0,41,60,1,12.75,0,0,1,2,4,0
0,4,30,1,73.53,0,0,2,0,4,0
1,17,30,1,40.0,0,0,2,5,7,0
0,33,30,2,37.5,0,0,2,8,7,0
0,1,30,2,0.0,0,0,1,6,1,0
0,2,90,1,13.3,0,0,1,3,1,0
1,57,90,2,0.0,0,0,1,5,0,0
0,2,90,2,0.0,0,0,2,7,5,0
0,7,45,1,8.89,0,0,0,2,4,1
0,20,30,1,5.0,0,0,2,1,7,0
1,47,45,1,11.11,0,0,2,5,4,0
1,45,30,1,0.0,0,1,1,4,5,0
0,4,90,3,0.0,0,0,1,3,7,0
1,78,30,1,19.56,0,1,1,3,5,0
1,12,60,2,9.45,0,0,0,6,4,1
1,13,60,2,1.51,0,0,0,6,7,1
0,5,30,2,0.0,0,0,0,4,7,0
0,0,30,2,0.0,0,0,2,2,7,0
1,19,30,1,17.39,0,0,1,1,7,0
0,2,30,1,45.0,0,0,1,2,7,0
1,2,90,1,10.0,0,0,1,3,3,1
1,8,30,3,4.7,0,0,0,13,7,0
1,57,30,1,0.0,0,0,1,5,4,1
0,33,30,1,115.38,0,0,0,3,4,0
